sim_id,step,individuals,present_species,shannon,patch_individuals_mean,patch_species_mean,patch_shannon_mean,sample_individuals_mean,sample_species_mean,sample_shannon_mean,habitat,fragmentation,n_patches,n_samples
2,86,13945,304,5.04724157884415,4648.33333333333,106.666666666667,3.77388917922348,37.7333333333333,21,2.8402274155332,0.15,0.2,3,30
2,87,14124,299,5.0488202635934,4708,104.666666666667,3.75651548447248,36.6333333333333,20.7,2.8400194706524,0.15,0.2,3,30
2,88,14088,296,5.04828778253614,4696,103.333333333333,3.69880134241928,36.7333333333333,20.5333333333333,2.82480298057572,0.15,0.2,3,30
2,89,14081,296,5.04082868107091,4693.66666666667,103.333333333333,3.72546066229335,36.5,21.1,2.85700944850563,0.15,0.2,3,30
2,90,13994,297,5.02845899723828,4664.66666666667,104,3.740170056983,37.4666666666667,20.4,2.80690537268522,0.15,0.2,3,30
2,91,14017,294,5.02140114414871,4672.33333333333,103.333333333333,3.73733999986245,36.5,20.1,2.80595510687805,0.15,0.2,3,30
2,92,14070,296,5.01317637826951,4690,104,3.72958657192058,37.4666666666667,20.4666666666667,2.81780713630948,0.15,0.2,3,30
2,93,13968,295,5.01171241066973,4656,104,3.76354111485625,37.5666666666667,20.8333333333333,2.82752833956368,0.15,0.2,3,30
2,94,13888,289,5.00802014614199,4629.33333333333,102.666666666667,3.8197810331256,36.0333333333333,20.0666666666667,2.79710762490389,0.15,0.2,3,30
2,95,14011,287,5.00321582964169,4670.33333333333,101,3.76363787774952,35.3,20.1333333333333,2.79613031466744,0.15,0.2,3,30
2,96,13940,284,4.99235227140515,4646.66666666667,99.6666666666667,3.74943928208054,35.5,19.6,2.75678705575645,0.15,0.2,3,30
2,97,13936,284,4.99065469327869,4645.33333333333,98.3333333333333,3.65747185757053,36.3666666666667,20.1,2.77787943631294,0.15,0.2,3,30
2,98,13983,282,4.98478179666195,4661,97.6666666666667,3.65048489732597,36.1666666666667,19.9333333333333,2.76946096682571,0.15,0.2,3,30
2,99,14023,280,4.98001618449313,4674.33333333333,97,3.64141734929555,36.5333333333333,19.7666666666667,2.78299774625881,0.15,0.2,3,30
2,100,14117,280,4.98196974709596,4705.66666666667,97.3333333333333,3.66811714440435,37.5666666666667,19.7666666666667,2.77387693410763,0.15,0.2,3,30
3,1,5000,993,6.80666151777621,5000,993,6.80666151777621,0,0,0,1,0,1,0
3,2,6049,981,6.76658906539176,6049,981,6.76658906539176,0,0,0,1,0,1,0
3,3,7295,972,6.73585997600048,7295,972,6.73585997600048,0,0,0,1,0,1,0
3,4,8833,964,6.71045339576908,8833,964,6.71045339576908,0,0,0,1,0,1,0
3,5,10757,957,6.6813254838221,10757,957,6.6813254838221,0,0,0,1,0,1,0
3,6,13232,954,6.65326665185388,13232,954,6.65326665185388,0,0,0,1,0,1,0
3,7,16166,949,6.63305718920528,16166,949,6.63305718920528,0,0,0,1,0,1,0
3,8,19914,947,6.61119067149023,19914,947,6.61119067149023,0,0,0,1,0,1,0
3,9,24742,948,6.59164524756299,24742,948,6.59164524756299,0,0,0,1,0,1,0
3,10,30629,946,6.57408581994474,30629,946,6.57408581994474,0,0,0,1,0,1,0
3,11,37827,945,6.55077552120315,37827,945,6.55077552120315,0,0,0,1,0,1,0
3,12,46615,944,6.52322322477386,46615,944,6.52322322477386,0,0,0,1,0,1,0
3,13,57017,943,6.49973038759586,57017,943,6.49973038759586,0,0,0,1,0,1,0
3,14,68032,940,6.47677309183006,68032,940,6.47677309183006,0,0,0,1,0,1,0
3,15,77846,939,6.45801989720779,77846,939,6.45801989720779,0,0,0,1,0,1,0
3,16,84497,937,6.44383936020387,84497,937,6.44383936020387,0,0,0,1,0,1,0
3,17,88174,936,6.43779896977489,88174,936,6.43779896977489,0,0,0,1,0,1,0
3,18,89865,932,6.43324764877205,89865,932,6.43324764877205,0,0,0,1,0,1,0
3,19,91547,932,6.42592993027773,91547,932,6.42592993027773,0,0,0,1,0,1,0
3,20,92345,928,6.42059079658334,92345,928,6.42059079658334,0,0,0,1,0,1,0
3,21,92964,925,6.41548438737104,92964,925,6.41548438737104,0,0,0,1,0,1,0
3,22,93311,921,6.41284012322636,93311,921,6.41284012322636,0,0,0,1,0,1,0
3,23,93368,918,6.41053636740225,93368,918,6.41053636740225,0,0,0,1,0,1,0
3,24,93593,915,6.40754144413278,93593,915,6.40754144413278,0,0,0,1,0,1,0
3,25,93587,914,6.40288657975611,93587,914,6.40288657975611,0,0,0,1,0,1,0
3,26,93828,909,6.39813694320824,93828,909,6.39813694320824,0,0,0,1,0,1,0
3,27,93148,906,6.39190612125438,93148,906,6.39190612125438,0,0,0,1,0,1,0
3,28,93576,904,6.39015161952347,93576,904,6.39015161952347,0,0,0,1,0,1,0
3,29,93712,901,6.38371685888196,93712,901,6.38371685888196,0,0,0,1,0,1,0
3,30,93535,900,6.38143682633281,93535,900,6.38143682633281,0,0,0,1,0,1,0
3,31,93793,898,6.37815574724385,93793,898,6.37815574724385,0,0,0,1,0,1,0
3,32,93617,897,6.37430944145292,93617,897,6.37430944145292,0,0,0,1,0,1,0
3,33,93585,895,6.36801394636186,93585,895,6.36801394636186,0,0,0,1,0,1,0
3,34,93553,891,6.36617622358853,93553,891,6.36617622358853,0,0,0,1,0,1,0
3,35,93824,888,6.36337354171522,93824,888,6.36337354171522,0,0,0,1,0,1,0
3,36,93741,884,6.36187962203824,93741,884,6.36187962203824,0,0,0,1,0,1,0
3,37,93992,885,6.35861685219037,93992,885,6.35861685219037,0,0,0,1,0,1,0
3,38,93663,882,6.35621932551168,93663,882,6.35621932551168,0,0,0,1,0,1,0
3,39,93462,881,6.35625434632787,93462,881,6.35625434632787,0,0,0,1,0,1,0
3,40,93498,879,6.34926068794311,93498,879,6.34926068794311,0,0,0,1,0,1,0
3,41,13963,489,5.56027623693827,3490.75,144.75,3.90747180250524,37.6666666666667,23.5333333333333,2.99353793844671,0.15,0.3,4,30
3,42,13982,478,5.54352303493977,3495.5,140.5,3.85225043658403,35.8333333333333,22.4,2.93889824660307,0.15,0.3,4,30
